小号塔类型,大号塔类型,地形,挂点档距(m),挂点高差(m),弹性系数(MPa)E,计算破断力(N)B,每km电阻(Ω)R,外径(mm)D,线涨系数(1/℃)A,单位长度重量(kg/km)w,总截面(mm^2)S,钢芯直径mm,工况温度(℃),工况风速(m/s),服役时长(天),最大弧垂(m)
0,0,5,907.80919,-125.32,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,2,3842,58.82
0,0,5,907.94723,-125.34,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,2,3842,58.81
0,0,5,908.01819,-125.67,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,2,3842,60.08
0,0,5,907.21387,-125.31,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,32,3,3216,60.3
0,0,5,907.77008,-125.59,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,32,3,3216,60.52
0,0,5,907.41987,-125.3,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,32,3,3216,61.09
0,0,5,907.60013,-125.96,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,2,3216,60.29
0,0,5,908.14593,-125.59,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,2,3216,59.6
0,0,5,908.57511,-125.82,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,2,3216,61.76
0,1,5,1078.37575,-200.65,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4332,91.49
0,1,5,1079.91232,-194.89,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4332,91.13
0,1,5,1083.52645,-201.02,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4332,90.85
0,0,0,253.96623,18.93,65000,164400,0.04514,34.32,0.00002,2209,696.22,9.6,31,1,4089,6.99
0,0,0,253.8278,18.97,65000,164400,0.04514,34.32,0.00002,2209,696.22,9.6,31,1,4089,6.99
0,0,0,254.20277,19.06,65000,164400,0.04514,34.32,0.00002,2209,696.22,9.6,31,1,4089,6.57
0,1,0,149.10037,-12.51,65000,128100,0.05912,30,0.00002,1688,531.68,8.4,26,1,4177,1.65
0,1,0,149.44669,-12.57,65000,128100,0.05912,30,0.00002,1688,531.68,8.4,26,1,4177,1.62
0,1,0,149.78024,-12.78,65000,128100,0.05912,30,0.00002,1688,531.68,8.4,26,1,4177,1.35
0,1,0,151.17807,-12.57,65000,128100,0.05912,30,0.00002,1688,531.68,8.4,26,1,4177,1.7
0,1,0,151.84316,-13.06,65000,128100,0.05912,30,0.00002,1688,531.68,8.4,26,1,4177,2.01
0,1,0,151.62447,-12.85,65000,128100,0.05912,30,0.00002,1688,531.68,8.4,26,1,4177,1.78
0,0,0,334.44157,-16.26,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,19,2,2668,7.39
0,0,0,334.35525,-16.39,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,19,2,2668,7.35
0,0,0,334.50072,-16.4,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,19,2,2668,7.31
0,0,5,503.32413,-78.294,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,23,3,3136,16.73
0,0,5,503.58443,-77.644,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,23,3,3136,16.53
0,0,5,503.32475,-77.914,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,23,3,3136,16.71
0,0,0,460.34416,-43.5,65000,128100,0.05912,30,0.00002,1688,531.68,8.4,32,2,4179,14.82
0,0,0,459.45755,-42.63,65000,128100,0.05912,30,0.00002,1688,531.68,8.4,32,2,4179,15.2
0,0,0,460.22312,-43.18,65000,128100,0.05912,30,0.00002,1688,531.68,8.4,32,2,4179,14.96
0,0,0,459.96711,-42.94,65000,128100,0.05912,30,0.00002,1688,531.68,8.4,32,2,4179,14.89
0,0,0,460.22344,-43.57,65000,128100,0.05912,30,0.00002,1688,531.68,8.4,32,2,4179,14.77
0,0,0,459.82696,-43.97,65000,128100,0.05912,30,0.00002,1688,531.68,8.4,32,2,4179,14.98
0,0,1,550.22378,96.76,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,20.33
0,0,1,550.16747,97.44,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,21.01
0,0,1,550.25543,97.6,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,20.83
0,0,1,549.71334,96.87,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,20.59
0,0,1,549.52016,97.25,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,21.09
0,0,1,549.90732,97.67,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,20.2
0,0,1,550.22378,96.76,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,3,1610,20.33
0,0,1,550.16747,97.44,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,3,1610,21.01
0,0,1,550.25543,97.6,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,3,1610,20.83
0,0,1,549.71334,96.87,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,3,1610,20.59
0,0,1,549.52016,97.25,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,3,1610,21.09
0,0,1,549.90732,97.67,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,3,1610,20.2
0,1,5,1076.81813,-200.88,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,29,2,3586,91.94
0,1,5,1079.0373,-194,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,29,2,3586,92.32
0,1,5,1082.59563,-200.98,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,29,2,3586,92.15
0,0,5,572.9532,39.77,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,32,3,2986,20.26
0,0,5,572.28936,39.87,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,32,3,2986,20.05
0,0,5,572.82483,39.73,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,32,3,2986,20.13
0,0,0,254.32222,18,65000,164400,0.04514,34.32,0.00002,2209,696.22,9.6,34,1,3715,8.08
0,0,0,254.27653,18.02,65000,164400,0.04514,34.32,0.00002,2209,696.22,9.6,34,1,3715,8.11
0,0,0,253.77866,17.8,65000,164400,0.04514,34.32,0.00002,2209,696.22,9.6,34,1,3715,7.78
0,0,0,549.5528,96.91,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,38,3,2101,20.42
0,0,0,549.39127,97.27,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,38,3,2101,21.27
0,0,0,550.36153,97.57,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,38,3,2101,20.97
0,0,0,549.9065,96.82,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,38,3,2101,20.84
0,0,0,550.5276,97.45,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,38,3,2101,21.13
0,0,0,549.74958,97.65,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,38,3,2101,20.32
0,1,5,461.08193,-147.64,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,32,3,2986,13.98
0,1,5,460.76433,-146.99,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,32,3,2986,14.05
0,1,5,460.82046,-147.62,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,32,3,2986,14.15
0,1,0,129.29889,-7.27,67000,197540,0.0443,34.8,0.00002,2290.32,715.51,11.6,31,1,3529,1.86
0,1,0,129.11444,-7.4,67000,197540,0.0443,34.8,0.00002,2290.32,715.51,11.6,31,1,3529,1.95
0,1,0,128.79665,-7.34,67000,197540,0.0443,34.8,0.00002,2290.32,715.51,11.6,31,1,3529,1.8
0,1,5,714.45682,-122.98,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,37.9
0,1,5,714.57846,-122.65,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,37.55
0,1,5,714.52841,-122.21,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,37.25
0,1,5,713.03232,-123.11,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,37.17
0,1,5,712.47371,-122.52,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,37.35
0,1,5,712.44922,-121.99,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,37.38
0,0,0,563.2487,-69.65,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,27,3,7062,22.93
0,0,0,563.21042,-69.54,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,27,3,7062,22.53
0,0,0,562.84109,-69.7,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,27,3,7062,22.75
0,0,0,969.95325,67.27,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,31,1,4092,67.07
0,0,0,969.58489,67.13,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,31,1,4092,66.23
0,0,0,969.34658,66.53,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,31,1,4092,67.32
0,0,0,969.19125,66.32,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,31,1,4092,67.75
0,0,0,969.28236,66.76,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,31,1,4092,66.64
0,0,0,970.21235,67.05,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,31,1,4092,67.45
0,0,0,194.81902,-7.406,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,20,1,3271,2.69
0,0,0,194.86185,-7.945,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,20,1,3271,2.7
0,0,0,194.88387,-7.687,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,20,1,3271,2.71
0,0,5,907.71771,-125.21,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3451,60.14
0,0,5,907.86836,-125.45,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3451,59.64
0,0,5,907.62212,-125.66,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3451,60.19
0,0,5,908.09413,-125.19,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3451,59.59
0,0,5,907.98694,-125.3,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3451,59.69
0,0,5,907.86774,-125.65,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3451,60.92
0,0,5,907.71771,-125.21,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3632,60.14
0,0,5,907.86836,-125.45,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3632,59.64
0,0,5,907.62212,-125.66,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3632,60.19
0,0,5,908.09413,-125.19,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3632,59.59
0,0,5,907.98694,-125.3,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3632,59.69
0,0,5,907.86774,-125.65,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3632,60.92
0,0,0,866.20476,-14.81,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,29,3,3546,48.24
0,0,0,867.01804,-14.89,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,29,3,3546,47.96
0,0,0,866.75282,-14.51,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,29,3,3546,48.06
0,0,0,369.32045,27.69,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,3,3547,9.32
0,0,0,369.13404,27.73,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,3,3547,9.27
0,0,0,369.38239,27.06,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,3,3547,9.35
0,0,5,381.60546,-27.82,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,9.81
0,0,5,381.6731,-28.19,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,9.68
0,0,5,382.08467,-28.7,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,9.86
0,0,5,381.71625,-27.88,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,9.71
0,0,5,381.75977,-28.25,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,9.86
0,0,5,381.03594,-28.77,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,9.9
0,0,5,746.87801,-88.25,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4330,36.6
0,0,5,746.03677,-87.87,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4330,37.13
0,0,5,745.42588,-88.35,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4330,37.2
0,1,0,538.83239,41.34,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,19,2,2668,18.97
0,1,0,539.24379,42.17,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,19,2,2668,20.3
0,1,0,538.67176,42.62,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,19,2,2668,20.69
0,1,0,538.98335,41.28,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,19,2,2668,19.11
0,1,0,538.99508,41.76,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,19,2,2668,19.63
0,1,0,539.76799,42.51,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,19,2,2668,20.48
1,0,5,471.21986,12.48,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,31,1,4092,15.38
1,0,5,469.52029,12.2,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,31,1,4092,14.88
1,0,5,469.61343,12.06,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,31,1,4092,15.55
1,0,5,473.7695,12.52,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,31,1,4092,16.16
1,0,5,475.37891,11.45,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,31,1,4092,16.06
1,0,5,473.98961,12.14,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,31,1,4092,15.33
0,0,0,368.80644,-34.06,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,11.18
0,0,0,368.53764,-34.11,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,10.7
0,0,0,368.48531,-34.16,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,11.19
0,0,0,368.72365,-33.86,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,10.57
0,0,0,368.75798,-34.02,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,11.3
0,0,0,368.75191,-33.96,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,10.78
1,0,5,764.64999,23.264,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,23,3,3136,35.62
1,0,5,764.18913,17.744,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,23,3,3136,36.09
1,0,5,764.42412,23.494,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,23,3,3136,36.33
0,1,0,221.36205,-48.5,67000,197540,0.0443,34.8,0.00002,2290.32,715.51,11.6,37,2,3527,4.38
0,1,0,223.13351,-48.11,67000,197540,0.0443,34.8,0.00002,2290.32,715.51,11.6,37,2,3527,4.43
0,1,0,221.32544,-47.45,67000,197540,0.0443,34.8,0.00002,2290.32,715.51,11.6,37,2,3527,4.56
0,1,0,218.89787,-48.75,67000,197540,0.0443,34.8,0.00002,2290.32,715.51,11.6,37,2,3527,4.51
0,1,0,218.57852,-48.3,67000,197540,0.0443,34.8,0.00002,2290.32,715.51,11.6,37,2,3527,4.4
0,1,0,218.72301,-47.56,67000,197540,0.0443,34.8,0.00002,2290.32,715.51,11.6,37,2,3527,4.39
0,0,0,612.56493,-128.83,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,27,1,4090,25.27
0,0,0,612.39222,-128.86,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,27,1,4090,24.79
0,0,0,612.54617,-128.66,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,27,1,4090,24.89
1,0,5,724.9057,72.422,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,34,2,3516,33.91
1,0,5,725.32725,72.91,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,34,2,3516,34.5
1,0,5,725.49529,72.511,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,34,2,3516,34.42
0,0,0,574.90873,-41.25,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,24.68
0,0,0,574.76729,-41.14,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,24.75
0,0,0,575.03738,-41.54,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,24.99
0,0,0,575.02444,-41.33,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,24.57
0,0,0,575.11975,-41.52,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,24.86
0,0,0,574.92375,-41.62,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,24.48
0,0,0,346.98717,-53.567,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,34,2,3516,7.61
0,0,0,347.39203,-53.467,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,34,2,3516,7.93
0,0,0,346.82742,-53.409,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,34,2,3516,7.93
0,1,5,112.78175,-19.83,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,29,1,2918,1.16
0,1,5,111.85611,-19.57,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,29,1,2918,1.12
0,1,5,110.56275,-18.97,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,29,1,2918,1.09
0,0,5,319.24548,-12.577,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,3,1876,8.02
0,0,5,319.62202,-12.687,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,3,1876,8.07
0,0,5,319.08224,-12.707,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,3,1876,7.83
0,0,5,319.31847,-12.677,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,3,1876,7.99
0,0,5,319.30763,-12.637,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,3,1876,7.84
0,0,5,319.14743,-12.477,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,3,1876,7.67
0,0,1,431.02009,18.6,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,13.39
0,0,1,431.34948,18.67,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,13.2
0,0,1,431.45215,18.67,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,13.33
0,0,1,431.26505,19.06,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,13.65
0,0,1,431.21221,18.71,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,13.15
0,0,1,430.98802,18.66,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,13.4
0,0,1,431.02009,18.6,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,3,1610,13.39
0,0,1,431.34948,18.67,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,3,1610,13.2
0,0,1,431.45215,18.67,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,3,1610,13.33
0,0,1,431.26505,19.06,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,3,1610,13.65
0,0,1,431.21221,18.71,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,3,1610,13.15
0,0,1,430.98913,18.66,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,3,1610,13.4
0,0,5,195.85874,-0.39,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,29,1,2918,3.27
0,0,5,195.62484,-0.38,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,29,1,2918,3.59
0,0,5,195.58275,-0.31,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,29,1,2918,3.49
0,1,5,516.94852,-88.265,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,34,2,3516,17.05
0,1,5,516.36471,-88.493,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,34,2,3516,18.11
0,1,5,515.78186,-87.698,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,34,2,3516,17.3
0,0,0,347.52272,-53.338,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,35,2,3595,8.04
0,0,0,347.26255,-53.338,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,35,2,3595,8.28
0,0,0,347.41123,-53.458,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,35,2,3595,8.42
1,0,5,724.19676,72.643,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,35,2,3595,34.95
1,0,5,725.0945,73.223,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,35,2,3595,35.22
1,0,5,725.00482,72.843,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,35,2,3595,35.3
0,0,5,250.68754,18.31,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,29,1,2918,5.12
0,0,5,250.69612,18.33,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,29,1,2918,5.2
0,0,5,250.5504,18.38,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,29,1,2918,5.43
0,0,0,226.43376,-3.99,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,31,1,4092,3.52
0,0,0,227.0138,-3.91,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,31,1,4092,3.4
0,0,0,226.752,-3.45,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,31,1,4092,3.85
0,0,0,226.84647,-3.24,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,31,1,4092,4.17
0,0,0,227.19168,-3.94,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,31,1,4092,3.72
0,0,0,225.46491,-4.11,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,31,1,4092,3.87
0,1,1,521.01026,-73.71,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,18.89
0,1,1,520.36196,-72.09,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,18.98
0,1,1,519.75844,-70.36,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,18.49
0,1,1,523.21312,-73.67,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,18.75
0,1,1,522.87224,-72.12,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,18.6
0,1,1,522.6479,-70.65,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,18.84
0,0,0,483.32814,64.878,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,20,1,3271,15.68
0,0,0,483.28617,65.665,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,20,1,3271,15.14
0,0,0,483.27497,65.271,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,20,1,3271,15.65
0,0,0,482.89922,64.709,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,15.08
0,0,0,483.4991,65.454,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,14.95
0,0,0,483.1405,65.133,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,14.99
0,0,0,295.26789,25.16,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,27,3,2490,5.75
0,0,0,295.3604,24.92,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,27,3,2490,6.27
0,0,0,295.26328,25.1,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,27,3,2490,5.67
0,0,0,295.56761,25.12,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,27,3,2490,5.87
0,0,0,295.71196,25.22,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,27,3,2490,6.36
0,0,0,295.81739,24.92,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,27,3,2490,6.02
0,0,5,322.06463,5.99,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,32,3,2986,6.79
0,0,5,321.0933,6.29,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,32,3,2986,6.74
0,0,5,321.48661,5.84,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,32,3,2986,6.75
0,0,0,316.57129,-21.53,65000,164400,0.04514,34.32,0.00002,2209,696.22,9.6,31,1,4089,10.57
0,0,0,316.31232,-21.72,65000,164400,0.04514,34.32,0.00002,2209,696.22,9.6,31,1,4089,10.72
0,0,0,316.29888,-21.62,65000,164400,0.04514,34.32,0.00002,2209,696.22,9.6,31,1,4089,10.69
0,0,5,319.28599,-12.126,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2113,8.05
0,0,5,319.71047,-12.619,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2113,7.67
0,0,5,319.91685,-12.756,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2113,7.93
0,1,5,515.73254,-88.077,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,32,3,3594,17.22
0,1,5,515.54199,-88.677,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,32,3,3594,18.35
0,1,5,515.64162,-87.547,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,32,3,3594,17.68
0,1,5,206.98938,-5.7,65000,164400,0.04514,34.32,0.00002,2209,696.22,9.6,34,1,3715,5.34
0,1,5,208.51471,-5.67,65000,164400,0.04514,34.32,0.00002,2209,696.22,9.6,34,1,3715,5.31
0,1,5,209.68977,-5.88,65000,164400,0.04514,34.32,0.00002,2209,696.22,9.6,34,1,3715,5.38
1,0,5,350.62803,20.76,65000,164400,0.04514,34.32,0.00002,2209,696.22,9.6,35,2,4089,10.4
1,0,5,350.43383,20.63,65000,164400,0.04514,34.32,0.00002,2209,696.22,9.6,35,2,4089,9.87
1,0,5,350.22715,20.61,65000,164400,0.04514,34.32,0.00002,2209,696.22,9.6,35,2,4089,10.09
0,0,5,747.15673,-88.07,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,2,3583,36.15
0,0,5,747.23434,-88.13,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,2,3583,36.37
0,0,5,745.9336,-87.96,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,2,3583,36.09
0,1,5,205.72486,-6.08,65000,164400,0.04514,34.32,0.00002,2209,696.22,9.6,31,1,4089,5.03
0,1,5,207.01604,-5.98,65000,164400,0.04514,34.32,0.00002,2209,696.22,9.6,31,1,4089,4.9
0,1,5,208.5642,-6.1,65000,164400,0.04514,34.32,0.00002,2209,696.22,9.6,31,1,4089,4.97
0,0,5,297.40435,68.84,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,6.61
0,0,5,297.2129,68.92,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,6.87
0,0,5,297.44152,68.89,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,7.07
0,0,5,298.12537,68.88,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,7.18
0,0,5,297.84705,68.84,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,6.98
0,0,5,297.80619,68.86,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,7.11
