小号塔类型,大号塔类型,地形,挂点档距(m),挂点高差(m),弹性系数(MPa)E,计算破断力(N)B,每km电阻(Ω)R,外径(mm)D,线涨系数(1/℃)A,单位长度重量(kg/km)w,总截面(mm^2)S,钢芯直径mm,工况温度(℃),工况风速(m/s),服役时长(天),最大弧垂(m)
0,0,2,316.14255,1.386,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,7.24
0,0,3,492.65951,1.87,65000,103670,0.0739,26.8,0.00002,1347.5,425.24,7.5,21,2,1384,16.53
0,0,3,492.74201,1.97,65000,103670,0.0739,26.8,0.00002,1347.5,425.24,7.5,21,2,1384,16.4
0,0,3,492.72447,1.94,65000,103670,0.0739,26.8,0.00002,1347.5,425.24,7.5,21,2,1384,16.42
0,1,2,267.21567,-8.698,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,3511,5.24
0,1,2,264.07124,-3.878,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,3511,5.07
0,1,2,261.86223,-8.668,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,3511,4.99
0,1,2,234.06751,-28.307,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,3.98
0,1,2,235.904,-23.567,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,4.29
0,1,2,237.41818,-28.387,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,4.16
0,0,4,510.74291,6.21,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,16.87
0,0,4,511.71485,6.23,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,18
0,0,4,510.52061,6.26,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,16.1
1,1,3,236.20842,-9.04,65000,103670,0.0739,26.8,0.00002,1347.5,425.24,7.5,21,2,1384,5.57
1,1,3,238.29763,-2.3,65000,103670,0.0739,26.8,0.00002,1347.5,425.24,7.5,21,2,1384,5.61
1,0,4,357.21001,14.18,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,3784,8.29
1,0,4,355.67958,7.18,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,3784,8.77
1,0,4,355.30108,14,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,3784,9
1,0,4,306.4628,1.81,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4330,7.4
1,0,4,307.86618,-4.16,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4330,8.94
1,0,4,311.37595,1.63,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4330,7.57
1,0,2,502.88421,37.818,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,30,2,4054,18.46
1,0,2,504.58292,33.508,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,30,2,4054,18.29
1,0,2,505.91608,37.948,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,30,2,4054,18.94
0,0,2,241.92337,-2.237,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,3.88
0,0,2,241.79689,-2.217,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,4.18
0,0,2,241.85588,-2.137,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,3.78
1,0,4,356.12869,15.23,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,9.94
1,0,4,354.43192,8.43,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,9.9
1,0,4,353.46944,15.25,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,10.05
0,0,0,504.79391,7.33,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3786,17.39
0,0,0,505.12181,7.68,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3786,16.48
0,0,0,504.973,7.59,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3786,16.6
1,0,4,283.23797,1.48,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,3784,5.78
1,0,4,279.12677,-4.54,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,3784,5.83
1,0,4,276.05653,1.7,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,3784,5.51
1,0,2,558.85941,18.678,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,30,2,4054,24.24
1,0,2,556.06415,12.108,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,30,2,4054,23.32
1,0,2,555.0317,18.628,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,30,2,4054,23.81
0,0,2,501.00123,6.623,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,16.58
0,0,2,500.91723,1.643,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,16.84
0,0,2,501.01388,6.793,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,16.49
0,0,3,336.46733,-0.92,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,4,1537,7.95
0,0,3,336.50417,-0.7,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,4,1537,7.72
0,0,3,336.29345,-0.44,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,4,1537,7.67
0,0,3,336.81533,-0.93,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,4,1537,7.78
0,0,3,336.38795,-0.77,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,4,1537,7.5
0,0,3,336.6054,-0.45,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,4,1537,7.52
0,0,4,355.14897,7.93,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,9.84
0,0,4,354.93105,6.89,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,11.36
0,0,4,354.84597,8.07,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,10.41
1,0,0,234.98455,-5.987,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,3.41
1,0,0,232.17817,-7.677,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,4.11
1,0,0,234.20655,-5.717,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,3.93
0,1,2,288.58909,3.04,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,5.49
0,1,2,289.02476,7.846,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,5.51
0,1,2,289.18842,2.813,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,5.39
1,0,4,312.66695,-0.71,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,2,3791,7.25
1,0,4,309.10605,-7.67,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,2,3791,7.47
1,0,4,307.41125,-0.96,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,2,3791,6.7
0,0,2,613.98107,16.372,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,23.89
0,0,2,614.34882,11.082,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,23.86
0,0,2,614.41389,15.992,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,24.33
1,0,2,440.18585,13.7,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,37,2,4329,13.51
1,0,2,438.4453,7.87,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,37,2,4329,13.76
1,0,2,438.01318,13.68,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,37,2,4329,13.49
1,0,2,255.23953,7.259,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,32,3,4054,4.71
1,0,2,248.35263,0.329,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,32,3,4054,4.64
1,0,2,245.68042,7.379,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,32,3,4054,4.39
0,0,4,466.52721,2.4,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,2,3791,14.8
0,0,4,466.61251,2.44,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,2,3791,15.08
0,0,4,466.897,2,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,2,3791,15.42
0,0,2,290.21074,3.141,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,6.11
0,0,2,290.3412,2.804,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,6.23
0,0,2,290.16858,2.761,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,5.7
0,0,2,501.30632,6.82,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,16.4
0,0,2,501.27294,1.784,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,16.86
0,0,2,501.1121,6.923,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,16.28
0,1,3,386.59466,-2.62,65000,103670,0.0739,26.8,0.00002,1347.5,425.24,7.5,21,2,1384,9.96
0,1,3,389.02212,3.41,65000,103670,0.0739,26.8,0.00002,1347.5,425.24,7.5,21,2,1384,10.13
0,1,3,393.11571,-2.8,65000,103670,0.0739,26.8,0.00002,1347.5,425.24,7.5,21,2,1384,10.46
0,0,4,370.03795,-4.87,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,31,1,3584,10.52
0,0,4,370.22743,-5.09,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,31,1,3584,10.03
0,0,4,370.02584,-5.13,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,31,1,3584,10.45
0,1,2,288.70544,2.961,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,5.58
0,1,2,288.82924,8.341,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,5.65
0,1,2,288.91914,2.99,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,5.52
0,0,4,339.4654,-2.85,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,27,3,5058,8.24
0,0,4,340.6975,-2.476,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,27,3,5058,8.41
0,0,4,341.17788,-3.132,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,27,3,5058,8.13
1,1,3,392.18511,2.933,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,1944,11.35
1,1,3,391.93325,3.073,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,1944,9.75
1,1,3,390.99592,3.063,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,1944,10.15
1,1,3,387.51356,3.043,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,1944,10.74
1,1,3,386.62717,3.003,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,1944,9.34
1,1,3,386.20313,2.983,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,1944,9.83
0,0,4,389.40267,-1.68,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,31,1,3584,11.61
0,0,4,389.71862,-2.02,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,31,1,3584,11.47
0,0,4,389.39945,-2.12,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,31,1,3584,11.44
0,0,1,464.11319,-12.65,66000,84580,0.0916,23.76,0.00002,1025.5,333.31,0,25,1,3264,14.55
0,0,1,464.23868,-12.42,66000,84580,0.0916,23.76,0.00002,1025.5,333.31,0,25,1,3264,14.45
0,0,1,464.49167,-12.44,66000,84580,0.0916,23.76,0.00002,1025.5,333.31,0,25,1,3264,14.35
0,1,0,191.44534,3.856,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,2.87
0,1,0,190.80129,4.086,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,3.03
0,1,0,189.63871,3.846,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,2.92
0,1,0,196.14372,3.985,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,2.86
0,1,0,196.66951,3.855,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,2.89
0,1,0,196.10534,3.906,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,2.85
0,0,0,324.35278,16.522,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,6.86
0,0,0,324.4785,16.842,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,7.14
0,0,0,323.64582,16.642,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,7.19
0,0,2,524.76292,-4.419,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,31,3,4041,18.7
0,0,2,524.88103,-4.419,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,31,3,4041,18.4
0,0,2,525.06657,-4.469,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,31,3,4041,18.12
0,1,4,277.98245,-5.68,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,37,2,4329,5.27
0,1,4,276.70025,1.12,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,37,2,4329,5.46
0,1,4,275.82698,-5.62,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,37,2,4329,5.21
0,1,3,335.03473,-7.384,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,7.67
0,1,3,334.4092,-7.734,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,7.2
0,1,3,334.28925,-7.264,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,7.33
0,1,3,333.33952,-7.584,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,7.04
0,1,3,332.98719,-7.604,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,6.93
0,1,3,332.10758,-8.024,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,7.17
1,0,3,184.57006,6.27,65000,103670,0.0739,26.8,0.00002,1347.5,425.24,7.5,21,2,1384,2.18
1,0,3,186.48786,0.3,65000,103670,0.0739,26.8,0.00002,1347.5,425.24,7.5,21,2,1384,2.32
1,0,3,187.81956,6.08,65000,103670,0.0739,26.8,0.00002,1347.5,425.24,7.5,21,2,1384,2.05
0,0,4,491.9808,-3.91,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,31,2,4331,16.47
0,0,4,492.67577,-3.88,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,31,2,4331,17.05
0,0,4,492.45011,-3.85,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,31,2,4331,16.87
1,0,4,229.50878,4.89,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,16619,4.15
1,0,4,230.12647,5.23,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,16619,3.93
1,0,4,230.28066,5.59,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,16619,3.91
1,0,4,224.46696,4.11,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,16619,3.77
1,0,4,223.6916,5.06,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,16619,3.78
1,0,4,222.96432,5.07,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,16619,3.48
0,1,2,234.41767,-28.178,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,3.84
0,1,2,235.50569,-22.937,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,4.23
0,1,2,237.69274,-28.418,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,3.96
1,0,1,312.07812,-5.46,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,4949,8.31
1,0,1,312.40368,-11.11,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,4949,8.54
1,0,1,312.64792,-4.79,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,4949,8.06
0,0,3,425.59405,-2.94,65000,103670,0.0739,26.8,0.00002,1347.5,425.24,7.5,21,2,1384,12.09
0,0,3,425.74901,-2.94,65000,103670,0.0739,26.8,0.00002,1347.5,425.24,7.5,21,2,1384,12.09
0,0,3,425.53695,-2.93,65000,103670,0.0739,26.8,0.00002,1347.5,425.24,7.5,21,2,1384,12.11
0,0,2,230.58767,-1.439,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,3.76
0,0,2,229.30582,-1.294,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,3.6
0,0,2,229.9503,-1.327,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,4.05
0,0,2,193.11081,10.957,76000,64320,0.1592,18.88,0.00002,732.6,210.93,6.96,24,2,16615,2.26
0,0,2,192.57462,15.937,76000,64320,0.1592,18.88,0.00002,732.6,210.93,6.96,24,2,16615,2.29
0,0,2,192.93331,11.097,76000,64320,0.1592,18.88,0.00002,732.6,210.93,6.96,24,2,16615,2.42
0,1,2,268.51349,-8.71,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,4.85
0,1,2,265.76774,-3.839,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,5.03
0,1,2,263.36731,-8.944,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,4.87
1,0,2,379.04047,8.16,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,31,1,3584,9.83
1,0,2,381.68469,1.5,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,31,1,3584,9.94
1,0,2,385.48005,8.65,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,31,1,3584,9.9
0,0,4,601.2524,17.92,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,24.34
0,0,4,601.27577,18.01,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,25.1
0,0,4,600.54903,17.96,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,24.53
0,0,2,289.14374,10.83,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,5.55
0,0,2,289.24697,11.22,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,5.58
0,0,2,288.53022,10.96,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,5.39
0,1,4,308.22133,-21.242,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,26,2,5057,7.02
0,1,4,304.50089,-13.302,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,26,2,5057,7.02
0,1,4,303.96773,-21.33,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,26,2,5057,6.7
0,0,4,401.01227,6.053,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,27,3,5058,11.35
0,0,4,400.734,6.31,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,27,3,5058,11.5
0,0,4,400.74426,6.318,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,27,3,5058,11.57
0,0,4,473.95645,-8.25,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,3784,15.4
0,0,4,473.55013,-7.21,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,3784,15.32
0,0,4,472.70152,-8.27,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,3784,15.12
0,0,4,426.9031,-7.6,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,2,3791,12.47
0,0,4,426.85857,-7.51,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,2,3791,12.65
0,0,4,426.92618,-7.64,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,2,3791,12.75
0,0,2,439.94873,-16.915,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,14.2
0,0,2,440.05139,-22.184,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,15.19
0,0,2,440.2602,-17.359,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,14.55
0,0,2,439.67191,-17.056,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,14.1
0,0,2,440.00842,-21.876,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,15.31
0,0,2,439.76433,-17.046,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,14.65
1,0,4,282.65853,1.26,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,37,2,4329,6.19
1,0,4,277.99276,-4.86,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,37,2,4329,6.23
1,0,4,276.06868,1.41,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,37,2,4329,5.76
0,0,2,523.42222,-19.672,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,18.36
0,0,2,523.27857,-25.271,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,17.9
0,0,2,523.68898,-19.904,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,18.01
0,1,0,301.17275,-6.437,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,6.5
0,1,0,301.14802,-6.047,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,6.53
0,1,0,300.02296,-5.907,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,6.37
0,1,0,299.80776,-6.317,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,6.14
0,1,0,299.75776,-6.297,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,6.37
0,1,0,298.19475,-5.837,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,6.18
0,0,4,488.76013,1.7,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,14.82
0,0,4,488.87231,2.6,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,15.96
0,0,4,489.18357,1.71,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,15.02
1,0,0,358.6173,1.65,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,4,1537,9.58
1,0,0,358.24245,1.36,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,4,1537,9.83
1,0,0,358.03381,1.15,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,4,1537,9.5
1,0,0,355.43812,1.61,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,4,1537,9.39
1,0,0,354.87491,1.44,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,4,1537,9.59
1,0,0,354.1841,1.06,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,4,1537,9.29
0,0,4,426.32548,-0.5,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,37,2,4329,12.28
0,0,4,426.22692,-0.36,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,37,2,4329,12.48
0,0,4,426.50048,-0.56,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,37,2,4329,11.98
1,0,4,412.21937,26.22,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,29,2,3586,12.83
1,0,4,406.1185,18.21,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,29,2,3586,12.31
1,0,4,403.5468,25.65,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,29,2,3586,13.01
0,0,1,477.92533,-4.59,66000,84580,0.0916,23.76,0.00002,1025.5,333.31,0,25,1,3264,15.09
0,0,1,477.95365,-4.76,66000,84580,0.0916,23.76,0.00002,1025.5,333.31,0,25,1,3264,14.43
0,0,1,477.81157,-4.59,66000,84580,0.0916,23.76,0.00002,1025.5,333.31,0,25,1,3264,14.86
0,0,1,477.76061,-4.56,66000,84580,0.0916,23.76,0.00002,1025.5,333.31,0,25,1,3264,15.19
0,0,1,477.81127,-4.59,66000,84580,0.0916,23.76,0.00002,1025.5,333.31,0,25,1,3264,14.55
0,0,1,477.93517,-4.64,66000,84580,0.0916,23.76,0.00002,1025.5,333.31,0,25,1,3264,14.82
0,0,0,359.15172,3.12,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,4,1537,8.69
0,0,0,359.15606,3.4,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,4,1537,8.26
0,0,0,358.95619,3.6,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,4,1537,8.38
0,0,0,358.98045,3.04,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,4,1537,7.88
0,0,0,359.08625,3.29,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,4,1537,8.46
0,0,0,358.85498,3.48,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,4,1537,8.46
0,1,4,335.26944,-6.16,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,8.69
0,1,4,336.54498,0.99,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,9.36
0,1,4,340.45427,-5.89,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,9.32
0,0,2,363.03424,1.15,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,3511,9.27
0,0,2,362.96717,1.06,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,3511,9.19
0,0,2,363.31013,1.12,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,3511,9.29
1,0,0,357.82008,1.689,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,9.16
1,0,0,357.6489,1.469,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,9.45
1,0,0,357.8896,1.179,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,9.15
1,0,0,354.81623,1.639,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,9.05
1,0,0,354.23157,1.369,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,9.2
1,0,0,354.24786,0.849,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,1939,8.99
0,0,4,481.4303,-10.63,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,3784,15.87
0,0,4,481.37204,-11.76,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,3784,16.11
0,0,4,481.34757,-10.79,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,3784,16.29
1,0,2,465.14354,10.85,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,3784,14.49
1,0,2,467.42562,4.96,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,3784,15.53
1,0,2,471.67621,10.92,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,28,3,3784,15.66
0,1,4,407.98748,-12.74,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,13.5
0,1,4,405.59157,-6.19,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,13.55
0,1,4,403.59887,-12.31,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,13.27
